credit_score,annual_income,loan_amount,loan_term_months,num_credit_lines,debt_to_income,employment_years,missed_payments,has_mortgage,education_level,loan_purpose,num_dependents,approved
698,52081.0,47598,12,9,0.462,24.0,7,1,master,vacation,1,1
510,49986.0,46799,60,15,0.185,17.0,6,0,phd,car,4,0
690,94322.0,24750,24,14,0.49,8.0,1,0,high_school,medical,2,1
798,109819.0,45637,60,19,0.467,21.0,8,0,high_school,business,1,1
839,145015.0,28729,36,18,0.159,2.0,4,1,phd,business,0,1
790,65304.0,39585,24,9,0.55,23.0,5,0,master,car,1,1
741,80592.0,19162,60,1,0.139,22.0,1,0,high_school,car,4,1
560,73548.0,46635,12,12,0.488,27.0,2,0,phd,vacation,0,1
649,113447.0,45854,48,10,0.281,7.0,9,0,high_school,home_improvement,2,1
651,54986.0,11690,48,7,0.151,7.0,7,1,high_school,car,2,1
819,89095.0,30104,24,14,0.566,22.0,4,0,bachelor,car,2,1
619,106594.0,17757,48,1,0.58,0.0,9,1,bachelor,vacation,2,0
437,103281.0,15770,36,15,0.331,28.0,0,1,high_school,car,0,1
849,81151.0,48097,24,1,0.308,9.0,8,1,phd,vacation,1,1
667,88598.0,11457,12,13,0.545,14.0,0,1,bachelor,car,1,1
519,43214.0,43802,12,2,0.378,9.0,8,0,bachelor,medical,3,0
636,53745.0,18957,24,3,0.196,25.0,9,1,bachelor,car,1,1
522,105810.0,30619,48,4,0.284,7.0,5,0,high_school,home_improvement,1,1
659,15944.0,21828,48,16,0.51,20.0,6,0,bachelor,business,1,0
628,108993.0,18171,12,12,0.523,28.0,0,1,bachelor,vacation,1,1
762,24114.0,35313,36,4,0.567,1.0,9,1,bachelor,home_improvement,1,0
681,54846.0,47127,48,12,0.209,17.0,0,0,high_school,vacation,0,1
468,47596.0,14146,36,7,0.424,1.0,4,0,high_school,home_improvement,4,0
516,119087.0,47266,48,3,0.088,24.0,1,1,high_school,vacation,4,1
677,21907.0,46939,24,5,0.449,29.0,9,0,phd,vacation,3,0
418,40009.0,15202,60,12,0.36,20.0,4,1,master,business,1,0
489,99846.0,38142,12,12,0.187,18.0,4,1,master,car,2,1
669,65241.0,22831,24,7,0.41,21.0,5,1,master,vacation,4,1
448,33996.0,10849,48,12,0.124,8.0,8,1,bachelor,vacation,2,0
787,43767.0,21439,12,2,0.234,26.0,5,0,high_school,business,3,1
673,31347.0,17990,60,14,0.271,24.0,9,0,bachelor,vacation,2,0
459,117063.0,14336,60,16,0.477,24.0,0,1,bachelor,vacation,1,0
650,39102.0,36344,48,7,0.22,26.0,4,1,high_school,medical,1,1
587,19263.0,23953,12,4,0.077,9.0,1,1,high_school,medical,0,1
587,123585.0,6051,48,5,0.149,29.0,7,0,high_school,medical,1,1
525,82438.0,11068,60,14,0.384,26.0,6,1,high_school,business,4,1
822,111359.0,17967,24,9,0.058,3.0,5,0,high_school,vacation,1,1
821,145251.0,22773,24,5,0.486,20.0,1,1,high_school,business,1,1
572,42690.0,44769,36,2,0.546,27.0,2,1,bachelor,business,2,1
701,17994.0,32014,60,5,0.322,29.0,8,1,high_school,home_improvement,3,1
482,118533.0,9847,60,3,0.439,0.0,8,1,master,car,1,0
787,82546.0,5881,48,10,0.304,10.0,6,1,master,home_improvement,4,1
423,93572.0,42182,36,8,0.22,25.0,1,1,phd,car,3,1
713,41467.0,8699,36,10,0.141,21.0,6,1,bachelor,home_improvement,1,1
471,146120.0,25180,12,2,0.335,1.0,0,1,master,vacation,3,1
587,62606.0,49813,48,14,0.561,22.0,8,1,bachelor,business,4,0
734,113112.0,38891,24,4,0.539,3.0,8,1,high_school,home_improvement,2,1
412,88414.0,49979,12,12,0.556,14.0,5,1,bachelor,home_improvement,2,0
421,108145.0,4550,36,14,0.582,19.0,9,0,master,vacation,0,0
843,63115.0,23163,24,16,,24.0,0,1,bachelor,business,4,1
521,104606.0,44402,60,5,0.131,12.0,7,1,master,car,1,1
338,55647.0,30675,48,16,0.285,0.0,5,0,master,home_improvement,1,0
796,69607.0,45945,36,4,0.429,21.0,8,1,bachelor,car,0,1
532,36996.0,33934,60,3,0.292,1.0,8,1,master,medical,4,0
829,98697.0,27592,36,1,0.541,5.0,6,1,high_school,home_improvement,3,1
448,61022.0,42077,24,4,,6.0,3,0,master,business,3,0
696,55148.0,24039,12,9,0.399,18.0,0,1,bachelor,medical,2,1
601,82764.0,43769,24,1,0.089,3.0,2,0,master,medical,3,1
659,106901.0,24726,48,16,0.146,17.0,5,1,bachelor,home_improvement,3,1
537,105724.0,35974,48,3,0.285,22.0,0,0,bachelor,home_improvement,4,1
535,139766.0,35018,36,6,0.587,8.0,3,1,master,medical,4,1
502,23888.0,5558,24,13,0.234,20.0,7,1,master,home_improvement,0,0
555,113941.0,33174,12,17,0.396,10.0,7,0,high_school,business,4,1
534,32333.0,31405,48,15,0.594,4.0,5,0,master,business,0,0
644,51355.0,43631,12,12,0.195,24.0,5,0,high_school,medical,0,1
833,144686.0,3151,60,8,0.142,23.0,2,0,high_school,home_improvement,1,1
765,118170.0,38845,36,16,0.35,0.0,6,0,bachelor,medical,3,1
840,90675.0,16552,12,3,0.354,1.0,7,0,high_school,business,4,1
512,82664.0,36065,36,4,0.557,22.0,1,1,bachelor,home_improvement,0,0
762,101153.0,42996,60,7,0.065,2.0,4,0,master,business,3,1
735,108616.0,3614,12,15,0.274,21.0,5,1,master,home_improvement,4,1
582,50285.0,35647,12,11,0.222,16.0,0,0,high_school,vacation,3,1
762,61996.0,1620,60,16,0.364,23.0,4,1,high_school,business,0,1
706,61947.0,24082,24,14,0.055,1.0,2,1,bachelor,car,3,1
387,66030.0,22891,12,13,0.441,0.0,2,0,high_school,home_improvement,2,0
343,57443.0,42030,12,9,0.317,1.0,5,1,high_school,vacation,3,0
760,143344.0,33314,48,18,0.435,7.0,0,1,high_school,vacation,2,1
577,80464.0,24500,24,3,0.296,12.0,4,0,phd,vacation,4,1
720,143019.0,35693,12,5,,25.0,4,1,master,business,0,1
652,135454.0,29018,60,2,0.543,13.0,4,1,master,car,3,1
814,139444.0,20567,36,17,0.166,20.0,2,0,bachelor,vacation,3,1
318,127175.0,26978,60,16,0.17,11.0,5,1,master,medical,3,1
322,57460.0,11553,24,13,0.358,8.0,0,1,phd,home_improvement,0,0
712,15015.0,10630,48,11,0.413,27.0,9,1,bachelor,home_improvement,3,1
329,64757.0,13003,48,8,0.245,18.0,0,1,bachelor,car,4,0
407,96541.0,42444,48,5,0.336,23.0,1,0,master,car,4,1
666,36292.0,21648,60,2,0.175,19.0,3,1,bachelor,business,4,1
580,137694.0,32607,36,4,0.125,6.0,9,0,bachelor,medical,4,1
427,62046.0,38666,36,3,0.181,25.0,8,1,bachelor,home_improvement,1,0
528,29817.0,25821,12,2,0.554,9.0,9,1,high_school,vacation,1,0
410,24759.0,15601,36,3,0.491,23.0,7,0,high_school,vacation,4,0
435,21412.0,46904,36,16,0.127,2.0,9,1,phd,home_improvement,3,0
661,35504.0,48346,12,9,0.076,18.0,1,1,bachelor,medical,4,1
485,123500.0,7121,60,6,0.101,16.0,0,0,high_school,medical,1,1
428,23507.0,39557,60,15,0.211,7.0,3,1,master,vacation,1,0
560,36050.0,17310,24,5,0.496,17.0,4,0,bachelor,home_improvement,0,0
814,115153.0,23098,60,9,0.227,6.0,1,1,master,vacation,0,1
748,28587.0,46902,48,6,0.152,26.0,9,0,master,business,3,1
403,72732.0,24531,48,3,0.268,6.0,5,1,high_school,home_improvement,0,0
782,66921.0,40253,24,13,0.118,29.0,7,0,bachelor,medical,2,1
523,132734.0,10980,36,15,0.309,22.0,4,1,bachelor,vacation,2,1
790,145104.0,37393,24,11,0.422,19.0,3,0,phd,car,0,1
772,46440.0,45280,12,16,0.253,22.0,6,0,high_school,car,2,1
309,50183.0,9951,24,15,0.145,25.0,4,0,high_school,business,1,0
704,111172.0,9117,24,6,0.299,15.0,7,0,phd,car,4,1
601,148461.0,26979,48,14,0.469,14.0,6,0,bachelor,business,4,1
530,129515.0,9989,12,11,0.092,13.0,4,1,bachelor,business,2,1
365,138183.0,17915,12,10,0.089,15.0,7,1,master,medical,1,0
411,81299.0,30535,24,16,,26.0,0,1,high_school,medical,1,1
312,130503.0,33124,12,12,0.278,23.0,7,1,bachelor,home_improvement,0,0
692,54023.0,45376,12,7,0.169,8.0,2,0,master,vacation,1,1
799,54941.0,34366,60,7,0.065,22.0,0,1,bachelor,car,1,1
533,136677.0,8428,12,18,0.171,21.0,8,1,bachelor,vacation,1,1
613,91054.0,25881,36,15,0.289,20.0,5,0,master,vacation,4,1
311,80363.0,5904,12,6,0.094,9.0,7,1,high_school,business,2,0
508,76742.0,36677,48,19,0.444,14.0,9,0,master,car,0,0
313,60215.0,47319,60,8,0.354,25.0,3,1,bachelor,medical,0,0
717,62857.0,9922,48,15,0.289,22.0,1,1,high_school,vacation,0,1
736,70476.0,32160,48,4,0.335,9.0,5,0,bachelor,business,3,1
676,74768.0,3025,36,18,0.411,1.0,1,1,high_school,medical,2,1
319,118591.0,14220,60,13,0.597,4.0,0,1,bachelor,business,4,0
369,61229.0,46958,24,1,0.476,28.0,6,1,master,vacation,2,0
510,126706.0,3766,12,8,0.347,7.0,6,0,high_school,vacation,0,1
400,77583.0,19482,36,19,0.474,5.0,5,1,high_school,vacation,4,0
431,141011.0,34159,36,17,0.311,5.0,1,1,bachelor,car,2,1
680,45104.0,11935,24,10,0.221,0.0,4,1,bachelor,car,1,1
431,52594.0,4784,36,1,0.194,15.0,0,1,bachelor,vacation,2,0
319,18664.0,24050,24,1,0.27,17.0,1,1,bachelor,car,1,0
835,25528.0,21221,24,5,0.051,2.0,4,1,high_school,business,0,1
526,143404.0,30179,24,1,0.147,6.0,4,0,high_school,business,1,1
453,47899.0,19069,36,13,0.12,11.0,6,1,high_school,home_improvement,3,0
768,85979.0,36682,24,9,0.578,9.0,4,0,bachelor,medical,4,1
704,32241.0,26994,36,16,0.086,21.0,5,1,high_school,business,1,1
501,61211.0,47011,60,8,0.326,20.0,1,1,bachelor,medical,4,1
337,78472.0,29767,24,14,0.556,24.0,4,1,high_school,home_improvement,1,0
487,46346.0,13282,36,17,0.384,9.0,7,1,master,home_improvement,0,0
356,96196.0,21110,36,4,0.322,22.0,0,0,master,medical,2,0
319,119451.0,46733,36,7,0.459,8.0,9,1,master,vacation,1,0
572,117908.0,32232,12,17,0.244,26.0,6,1,master,medical,0,1
418,64167.0,45273,12,16,0.157,10.0,7,1,phd,business,1,0
815,51373.0,5951,24,14,0.516,18.0,4,1,bachelor,medical,3,1
520,82143.0,8655,60,16,0.081,26.0,3,1,phd,business,4,1
825,135623.0,30461,24,2,0.494,7.0,0,1,master,business,1,1
814,125013.0,5610,48,15,0.107,27.0,8,0,bachelor,business,0,1
635,17016.0,32617,48,11,0.394,24.0,1,0,master,vacation,0,1
354,84110.0,18468,60,13,0.312,17.0,4,1,master,vacation,2,0
799,22274.0,8583,60,4,0.599,3.0,6,0,high_school,home_improvement,4,1
835,30748.0,26583,60,1,0.263,1.0,7,0,master,car,2,1
461,26826.0,18701,12,15,0.577,12.0,9,0,bachelor,vacation,4,0
458,98008.0,7880,12,12,0.272,22.0,3,1,master,vacation,4,0
487,,36117,48,9,0.425,13.0,9,0,high_school,home_improvement,1,1
359,120623.0,24721,60,7,0.404,19.0,0,1,high_school,home_improvement,2,0
618,98106.0,40976,36,3,0.098,29.0,6,1,phd,home_improvement,2,1
510,69638.0,27854,48,16,0.459,27.0,9,0,bachelor,medical,2,0
705,84072.0,47488,60,4,0.165,21.0,8,1,master,business,0,1
408,82309.0,7881,36,14,0.264,23.0,0,1,master,vacation,3,0
375,139724.0,4722,60,13,0.48,14.0,0,1,master,business,1,0
841,142843.0,21077,24,19,0.569,29.0,6,1,master,car,2,1
613,50326.0,16332,36,2,0.358,12.0,8,1,phd,home_improvement,4,0
416,20079.0,40992,24,10,0.336,5.0,4,0,bachelor,car,4,0
318,136412.0,14229,12,19,0.328,19.0,3,0,bachelor,home_improvement,1,0
731,102340.0,8802,48,15,0.499,5.0,5,1,phd,home_improvement,0,1
649,100211.0,23101,60,7,0.596,0.0,8,1,bachelor,car,2,0
482,57749.0,12439,48,15,0.398,14.0,1,0,bachelor,business,3,0
412,133192.0,36902,60,17,0.258,5.0,4,1,master,car,0,1
482,89534.0,3598,24,16,0.17,26.0,3,0,phd,medical,1,0
780,94233.0,27761,36,17,0.159,14.0,2,0,phd,vacation,2,1
445,66818.0,5052,36,16,0.521,14.0,4,0,bachelor,vacation,1,0
412,126910.0,13741,60,18,0.596,13.0,6,1,master,business,1,0
775,28429.0,4824,24,17,0.434,9.0,2,1,bachelor,business,1,1
602,72748.0,37288,60,4,0.576,28.0,2,0,high_school,business,1,1
417,63807.0,2249,60,2,0.242,26.0,5,0,high_school,car,3,0
460,22140.0,23970,60,17,0.395,7.0,4,0,high_school,car,1,0
700,78226.0,16565,36,17,0.331,3.0,2,0,phd,car,4,1
497,103815.0,19458,60,2,0.315,24.0,0,1,master,home_improvement,1,0
559,43525.0,46765,36,2,0.398,21.0,9,1,bachelor,car,3,0
346,35491.0,3014,12,15,0.221,,1,1,bachelor,vacation,1,0
698,23078.0,5944,24,16,0.402,19.0,2,1,high_school,vacation,2,1
377,106654.0,34716,12,11,0.42,23.0,3,1,high_school,home_improvement,0,0
423,144101.0,44451,60,2,0.51,20.0,4,1,master,car,3,0
374,31997.0,15012,36,8,0.452,27.0,9,1,phd,car,2,0
436,146940.0,38460,24,12,0.226,16.0,8,0,high_school,medical,3,0
699,112356.0,4240,48,14,0.298,22.0,3,1,high_school,medical,0,1
804,128711.0,43530,24,14,0.116,23.0,8,1,phd,vacation,4,1
799,36246.0,14731,24,12,0.192,21.0,4,0,bachelor,business,0,1
437,49512.0,19018,60,2,0.337,6.0,2,0,high_school,vacation,4,0
349,72865.0,43898,12,14,0.105,11.0,6,0,high_school,home_improvement,1,0
553,118393.0,18916,12,12,0.364,22.0,7,0,bachelor,car,2,1
725,87144.0,41376,48,9,0.265,3.0,8,1,bachelor,medical,3,1
846,132363.0,28604,60,8,0.069,13.0,8,1,bachelor,vacation,4,1
601,65665.0,46177,24,16,0.289,3.0,5,0,phd,home_improvement,3,1
648,108542.0,21030,12,10,0.205,29.0,8,1,high_school,business,0,1
348,116311.0,12589,12,7,0.087,15.0,2,1,bachelor,vacation,1,0
373,29325.0,22983,36,15,0.211,27.0,1,1,high_school,car,0,0
560,147825.0,13437,24,9,0.212,0.0,4,1,bachelor,car,4,1
655,83811.0,28618,60,4,0.245,17.0,6,1,master,medical,2,1
559,131737.0,10705,12,6,0.252,18.0,6,1,high_school,home_improvement,4,1
594,15824.0,23680,60,12,0.286,20.0,5,1,bachelor,business,4,0
612,132718.0,16376,24,15,0.101,9.0,2,0,high_school,business,0,1
481,81617.0,26420,24,19,0.053,24.0,5,0,high_school,home_improvement,4,1
663,26517.0,45379,12,2,0.455,4.0,0,1,high_school,medical,2,0
487,118068.0,41358,48,19,0.236,12.0,2,0,bachelor,car,1,1
842,130016.0,40333,60,2,0.387,5.0,1,1,phd,business,0,1
847,24982.0,2835,60,15,0.219,29.0,3,1,bachelor,home_improvement,4,1
707,85210.0,22283,36,12,0.591,22.0,7,1,phd,medical,3,1
713,84852.0,43565,24,1,0.223,3.0,2,1,bachelor,car,1,1
641,128618.0,36963,24,14,0.383,15.0,5,0,bachelor,home_improvement,0,1
519,24695.0,47636,12,4,0.171,7.0,9,1,phd,medical,2,0
462,63582.0,10179,12,11,0.335,15.0,0,1,high_school,vacation,2,1
519,46094.0,29904,12,7,0.369,10.0,3,0,bachelor,home_improvement,1,1
569,37187.0,42113,36,13,0.151,21.0,4,0,bachelor,business,2,0
699,133013.0,34674,48,14,0.118,26.0,4,1,high_school,home_improvement,0,1
481,143721.0,12955,12,7,0.585,0.0,0,1,high_school,car,0,0
504,121683.0,49536,12,11,0.541,21.0,8,1,bachelor,home_improvement,0,1
527,16214.0,8198,12,11,0.413,17.0,4,0,bachelor,car,4,0
549,38940.0,2620,36,9,0.524,3.0,8,0,bachelor,medical,2,0
740,59406.0,45588,60,4,0.103,10.0,6,1,bachelor,vacation,4,1
832,73414.0,12766,48,2,0.451,19.0,4,1,bachelor,car,2,1
495,116440.0,32090,60,2,0.207,9.0,8,1,master,medical,2,0
818,118569.0,42291,24,9,0.347,15.0,4,1,master,medical,2,1
369,75481.0,5338,24,19,0.471,28.0,9,1,bachelor,vacation,3,0
698,42740.0,49679,12,15,0.068,9.0,8,1,high_school,business,4,1
502,78328.0,6301,60,18,0.432,4.0,4,1,master,business,1,1
447,26881.0,16144,36,16,0.289,25.0,0,1,high_school,home_improvement,4,0
771,51996.0,14784,48,2,0.292,27.0,6,1,bachelor,business,2,1
498,137196.0,3423,60,12,0.549,17.0,4,1,bachelor,home_improvement,1,1
725,52177.0,9272,60,1,0.523,21.0,4,1,bachelor,car,1,1
791,81126.0,2573,48,2,0.082,10.0,5,0,bachelor,car,1,1
441,71531.0,25419,60,14,0.39,,5,1,bachelor,home_improvement,3,0
612,41119.0,17803,60,7,0.29,8.0,6,0,high_school,vacation,0,1
464,132744.0,34234,48,17,0.115,14.0,7,1,master,vacation,2,1
613,131894.0,49555,36,15,0.518,21.0,0,0,phd,business,2,1
320,148780.0,6176,48,17,0.089,18.0,9,1,bachelor,car,4,0
381,59989.0,37161,12,9,0.068,18.0,2,1,bachelor,car,1,0
430,37106.0,43525,12,13,0.159,4.0,5,1,bachelor,vacation,3,0
604,32131.0,16164,12,2,0.217,5.0,0,0,high_school,medical,1,0
670,61553.0,13222,12,15,0.083,3.0,4,0,bachelor,vacation,4,1
683,21553.0,26379,24,11,0.403,11.0,4,0,bachelor,vacation,0,1
744,32881.0,26653,36,19,0.29,4.0,9,0,phd,medical,2,1
724,16379.0,19016,24,14,0.277,2.0,8,1,bachelor,business,1,0
460,105791.0,19368,60,4,0.13,9.0,1,1,phd,home_improvement,2,1
477,120664.0,24505,60,11,0.291,12.0,6,0,master,business,4,0
789,84306.0,33771,48,16,0.265,,8,1,high_school,medical,0,1
626,119512.0,41245,12,2,0.261,23.0,7,1,high_school,medical,3,1
588,31350.0,39766,48,2,0.17,7.0,0,0,master,business,0,1
653,114599.0,34370,60,9,0.102,0.0,0,0,bachelor,home_improvement,3,1
327,96397.0,8256,12,4,0.193,19.0,1,1,phd,business,1,0
342,94509.0,44327,36,8,0.417,1.0,0,0,high_school,car,0,0
722,32769.0,47454,60,18,0.09,3.0,7,1,bachelor,car,1,1
476,116584.0,29251,48,15,0.26,20.0,6,0,master,car,0,1
828,61365.0,47741,48,2,0.333,0.0,5,1,master,home_improvement,1,1
793,65185.0,32977,60,11,0.58,27.0,1,0,bachelor,home_improvement,4,1
497,148858.0,33664,24,17,0.514,20.0,8,1,bachelor,medical,4,1
816,141525.0,7714,36,7,0.554,6.0,0,0,high_school,vacation,3,1
813,147692.0,42144,60,8,0.501,4.0,0,1,bachelor,home_improvement,0,1
321,51303.0,12701,60,10,0.374,22.0,1,0,bachelor,vacation,0,0
411,34589.0,15891,48,3,,12.0,6,0,master,car,3,0
356,17882.0,37019,12,13,0.361,24.0,9,0,master,car,1,0
365,144236.0,28516,12,17,0.247,12.0,0,0,master,vacation,0,1
397,24745.0,41912,12,13,0.255,7.0,2,1,bachelor,business,3,0
443,30861.0,10916,48,19,0.361,16.0,9,0,bachelor,medical,3,0
734,106707.0,3910,12,9,0.495,29.0,7,0,phd,medical,0,1
385,69261.0,19254,60,16,0.124,9.0,6,0,high_school,business,2,0
643,148909.0,45250,24,5,0.072,,7,0,master,vacation,1,1
593,89135.0,37116,24,9,0.484,1.0,5,0,bachelor,vacation,2,1
542,,18985,24,9,0.406,5.0,7,1,high_school,home_improvement,2,1
331,101089.0,23151,12,6,0.502,20.0,4,0,bachelor,car,1,0
690,120025.0,6830,24,10,0.587,0.0,8,0,high_school,car,4,1
576,59397.0,45297,12,18,0.188,29.0,9,1,master,vacation,0,1
831,92085.0,41888,60,11,0.157,17.0,0,0,bachelor,home_improvement,3,1
453,78865.0,19474,60,15,0.238,2.0,6,0,phd,home_improvement,0,0
682,70956.0,6480,48,7,0.533,25.0,5,1,phd,medical,2,1
367,115727.0,10443,48,14,0.058,20.0,7,1,phd,medical,4,1
513,29988.0,40138,36,8,0.056,6.0,1,1,high_school,vacation,4,0
675,48800.0,33938,60,19,,15.0,0,1,bachelor,medical,0,1
512,102329.0,3809,12,15,0.257,21.0,0,1,bachelor,home_improvement,2,1
378,67284.0,40761,36,19,0.216,2.0,1,0,phd,business,1,0
680,71232.0,27930,60,18,0.504,5.0,4,0,high_school,car,3,1
357,59420.0,24095,12,17,0.429,3.0,6,1,bachelor,vacation,4,0
325,52710.0,12946,60,3,0.511,15.0,8,1,bachelor,medical,3,0
746,107035.0,4991,60,3,0.261,2.0,3,0,phd,medical,2,1
365,46283.0,24519,12,7,0.378,3.0,8,0,phd,home_improvement,0,0
553,40968.0,27657,60,10,0.334,10.0,2,1,bachelor,medical,2,0
343,77508.0,1826,60,17,0.311,23.0,5,1,bachelor,car,4,0
396,128435.0,43625,60,15,0.208,16.0,8,1,bachelor,vacation,0,0
526,100366.0,17513,48,8,0.44,18.0,0,1,master,medical,3,1
735,20738.0,18801,24,17,0.338,25.0,3,0,high_school,business,4,1
678,18098.0,30846,60,3,0.093,27.0,4,0,high_school,business,0,0
477,110424.0,40566,12,4,0.05,7.0,5,0,master,vacation,0,0
726,93672.0,24157,60,8,0.061,27.0,7,1,high_school,business,3,1
606,53244.0,29363,48,13,0.092,13.0,1,1,bachelor,business,2,1
803,69333.0,6136,48,1,0.254,25.0,5,1,high_school,medical,2,1
567,140349.0,18421,60,18,0.218,15.0,6,0,master,business,2,1
307,65969.0,13491,36,11,0.136,24.0,5,1,master,medical,4,0
807,105744.0,8546,24,6,0.333,18.0,3,1,high_school,car,0,1
775,132286.0,6903,12,16,0.584,15.0,5,1,master,home_improvement,1,1
596,90028.0,47623,12,19,0.138,24.0,3,1,master,medical,1,1
463,50421.0,17406,12,17,0.188,9.0,8,0,phd,home_improvement,3,0
784,147526.0,15949,12,18,0.304,14.0,0,1,master,medical,0,1
371,53575.0,10825,48,11,0.402,26.0,8,1,master,medical,4,0
537,18192.0,7287,24,14,0.38,25.0,3,0,bachelor,vacation,0,0
403,126116.0,45961,60,12,0.337,3.0,2,1,bachelor,medical,3,0
509,142874.0,35173,60,7,0.455,27.0,4,0,bachelor,business,1,1
767,96311.0,43438,36,17,0.515,3.0,2,1,bachelor,business,4,1
753,95781.0,18578,60,5,0.599,28.0,0,0,high_school,medical,1,1
567,,42535,24,14,0.306,12.0,7,1,bachelor,car,2,0
685,67181.0,8923,60,13,0.597,11.0,8,0,bachelor,business,3,0
686,106472.0,35374,48,12,0.452,14.0,5,1,bachelor,home_improvement,1,1
558,96219.0,42411,60,14,0.412,28.0,1,1,bachelor,car,4,1
582,134783.0,9316,12,9,0.402,22.0,5,0,bachelor,home_improvement,0,1
339,98265.0,45414,12,4,0.551,12.0,5,1,high_school,medical,3,0
785,65126.0,11556,12,19,0.571,5.0,5,0,high_school,medical,1,1
519,35545.0,11058,12,1,0.148,25.0,9,1,bachelor,medical,2,0
428,70114.0,40018,48,13,0.321,13.0,8,1,master,business,1,0
819,108740.0,35451,48,6,0.568,2.0,3,0,master,car,4,1
559,28890.0,26482,48,1,0.26,7.0,1,1,bachelor,home_improvement,2,0
665,,45494,60,17,0.178,11.0,7,1,bachelor,vacation,2,1
843,67482.0,26005,12,3,0.106,29.0,5,0,bachelor,car,3,1
823,147812.0,20135,36,17,0.378,13.0,9,1,phd,home_improvement,4,1
315,86591.0,24888,36,2,0.435,4.0,0,0,master,vacation,4,0
428,103241.0,33481,12,7,0.158,1.0,5,1,master,car,2,0
408,49722.0,29401,24,1,0.421,9.0,1,0,bachelor,car,0,0
832,64431.0,41431,60,15,0.545,29.0,3,0,bachelor,medical,0,1
568,57000.0,25937,36,4,0.184,2.0,1,1,bachelor,car,3,0
461,86975.0,46851,48,6,0.117,22.0,3,1,high_school,home_improvement,3,1
559,45921.0,14146,24,13,0.509,9.0,6,0,master,medical,3,0
401,114265.0,31101,48,13,0.554,8.0,7,1,high_school,car,3,0
805,103747.0,12253,24,1,0.168,16.0,2,1,master,medical,2,1
546,32601.0,49504,24,2,0.447,27.0,0,1,high_school,vacation,3,0
836,108332.0,4223,60,6,0.375,5.0,9,1,bachelor,home_improvement,0,1
430,138254.0,6441,48,11,0.182,26.0,0,1,master,vacation,1,1
652,134004.0,43590,48,18,0.503,,9,1,bachelor,home_improvement,0,1
495,43000.0,41149,36,13,0.309,8.0,6,1,bachelor,business,3,0
681,145439.0,13863,12,12,0.435,22.0,0,0,master,vacation,2,1
526,134277.0,38952,12,7,,2.0,2,1,high_school,business,4,1
775,45383.0,30564,36,7,0.499,6.0,4,1,master,medical,1,1
776,55910.0,17653,24,7,0.195,11.0,4,0,phd,vacation,1,1
564,39281.0,25088,36,2,0.251,17.0,3,0,bachelor,car,3,1
671,128838.0,23499,36,11,0.265,9.0,7,1,bachelor,home_improvement,3,1
785,19841.0,43083,48,1,0.164,1.0,2,0,master,car,1,1
733,112204.0,24682,36,13,0.531,16.0,7,0,bachelor,car,2,1
510,75155.0,33132,24,12,0.112,2.0,5,1,master,medical,1,0
676,71313.0,5533,12,13,0.36,0.0,3,0,bachelor,medical,2,1
694,126688.0,18426,60,7,0.498,7.0,9,1,bachelor,car,0,1
749,147994.0,15560,36,12,0.369,12.0,2,0,phd,car,3,1
663,46976.0,35409,36,17,0.23,10.0,9,1,high_school,car,2,1
756,119405.0,16925,48,8,0.48,7.0,9,0,bachelor,home_improvement,1,1
525,68744.0,23987,48,3,0.325,19.0,1,0,bachelor,medical,0,1
430,17473.0,11633,36,7,0.14,0.0,5,1,bachelor,vacation,1,0
775,43715.0,37065,36,19,0.224,1.0,0,1,high_school,medical,0,1
576,52317.0,31125,24,8,0.376,,9,1,bachelor,car,4,0
455,80516.0,4996,12,14,0.412,17.0,7,1,bachelor,vacation,0,0
517,69604.0,1014,12,14,0.351,8.0,4,1,high_school,vacation,2,0
489,19889.0,15895,60,2,0.2,6.0,6,0,master,vacation,4,0
716,88748.0,2674,12,6,0.377,8.0,6,1,high_school,medical,0,1
845,46971.0,38867,60,16,0.233,9.0,9,1,high_school,car,0,1
340,65551.0,21001,48,9,0.174,25.0,5,0,bachelor,car,2,0
606,149273.0,18864,60,15,0.57,1.0,4,1,bachelor,business,3,1
637,123957.0,27321,60,19,0.223,4.0,1,1,master,home_improvement,3,1
613,104882.0,25082,12,15,0.235,16.0,2,0,high_school,medical,3,1
374,52958.0,41131,36,12,0.543,1.0,2,0,high_school,business,4,0
578,20681.0,6957,48,9,0.128,19.0,4,0,high_school,business,3,1
475,116982.0,5210,24,16,,9.0,1,1,bachelor,business,4,1
572,61870.0,49544,60,6,0.481,0.0,0,1,master,medical,3,1
588,143396.0,19069,60,15,0.201,11.0,3,1,master,home_improvement,2,1
571,82203.0,35851,60,13,0.514,23.0,9,1,bachelor,vacation,4,1
365,65061.0,27865,36,10,0.473,14.0,2,0,master,home_improvement,3,0
782,73235.0,19070,24,14,0.317,5.0,2,1,bachelor,home_improvement,1,1
547,52890.0,5158,12,3,0.115,13.0,9,1,bachelor,car,3,0
455,105073.0,36550,48,12,0.584,13.0,5,1,phd,business,1,0
346,76401.0,21572,36,1,0.393,14.0,8,1,phd,business,1,0
753,26217.0,5100,24,16,0.334,0.0,9,1,bachelor,vacation,0,1
500,63351.0,45469,48,10,0.537,24.0,9,0,bachelor,car,3,0
